Id,label
60411,4
60412,5
60413,8
60414,9
60415,1
60416,7
60417,7
60418,1
60419,1
60420,1
60421,7
60422,4
60423,1
60424,6
60425,1
60426,9
60427,1
60428,9
60429,1
60430,7
60431,7
60432,1
60433,7
60434,1
60435,4
60436,8
60437,4
60438,9
60439,1
60440,1
60441,1
60442,4
60443,1
60444,1
60445,1
60446,4
60447,1
60448,1
60449,8
60450,1
60451,9
60452,1
60453,1
60454,1
60455,8
60456,1
60457,1
60458,4
60459,9
60460,7
60461,1
60462,1
60463,1
60464,1
60465,1
60466,5
60467,1
60468,1
60469,7
60470,9
60471,1
60472,1
60473,1
60474,1
60475,4
60476,1
60477,7
60478,1
60479,4
60480,4
60481,4
60482,7
60483,1
60484,1
60485,9
60486,7
60487,1
60488,1
60489,1
60490,1
60491,9
60492,1
60493,1
60494,1
60495,9
60496,4
60497,9
60498,1
60499,1
60500,4
60501,9
60502,8
60503,4
60504,1
60505,9
60506,1
60507,1
60508,8
60509,7
60510,1
60511,1
60512,7
60513,1
60514,7
60515,1
60516,9
60517,9
60518,1
60519,9
60520,9
60521,1
60522,8
60523,9
60524,1
60525,9
60526,7
60527,9
60528,8
60529,4
60530,1
60531,1
60532,7
60533,1
60534,1
60535,1
60536,4
60537,4
60538,1
60539,4
60540,7
60541,1
60542,1
60543,1
60544,1
60545,1
60546,1
60547,7
60548,1
60549,1
60550,1
60551,9
60552,1
60553,9
60554,8
60555,0
60556,1
60557,1
60558,9
60559,9
60560,9
60561,1
60562,7
60563,1
60564,1
60565,1
60566,1
60567,4
60568,1
60569,4
60570,9
60571,4
60572,7
60573,1
60574,1
60575,1
60576,1
60577,9
60578,1
60579,1
60580,1
60581,1
60582,8
60583,9
60584,7
60585,1
60586,7
60587,7
60588,9
60589,1
60590,9
60591,8
60592,1
60593,1
60594,8
60595,1
60596,6
60597,1
60598,8
60599,7
60600,1
60601,4
60602,1
60603,4
60604,8
60605,7
60606,1
60607,5
60608,1
60609,1
60610,7
60611,6
60612,4
60613,7
60614,1
60615,9
60616,1
60617,1
60618,9
60619,7
60620,9
60621,1
60622,7
60623,7
60624,9
60625,7
60626,1
60627,1
60628,9
60629,1
60630,1
60631,9
60632,7
60633,1
60634,4
60635,1
60636,7
60637,1
60638,7
60639,9
60640,1
60641,8
60642,1
60643,7
60644,1
60645,7
60646,7
60647,1
60648,1
60649,7
60650,6
60651,4
60652,1
60653,9
60654,9
60655,8
60656,9
60657,1
60658,1
60659,1
60660,9
60661,8
60662,9
60663,7
60664,1
60665,1
60666,7
60667,8
60668,1
60669,1
60670,9
60671,1
60672,9
60673,1
60674,8
60675,9
60676,9
60677,1
60678,1
60679,7
60680,9
60681,0
60682,8
60683,8
60684,1
60685,1
60686,9
60687,7
60688,9
60689,7
60690,1
60691,1
60692,9
60693,4
60694,9
60695,1
60696,1
60697,9
60698,4
60699,4
60700,1
60701,7
60702,9
60703,1
60704,1
60705,8
60706,7
60707,1
60708,1
60709,9
60710,9
60711,1
60712,1
60713,0
60714,1
60715,9
60716,9
60717,1
60718,1
60719,4
60720,1
60721,9
60722,4
60723,1
60724,8
60725,8
60726,9
60727,2
60728,1
60729,1
60730,9
60731,8
60732,1
60733,1
60734,1
60735,1
60736,7
60737,2
60738,1
60739,1
60740,9
60741,9
60742,1
60743,7
60744,4
60745,1
60746,9
60747,9
60748,1
60749,1
60750,1
60751,9
60752,7
60753,6
60754,1
60755,1
60756,1
60757,1
60758,1
60759,1
60760,1
60761,4
60762,9
60763,1
60764,1
60765,1
60766,7
60767,9
60768,9
60769,1
60770,1
60771,1
60772,4
60773,4
60774,1
60775,0
60776,4
60777,1
60778,1
60779,1
60780,1
60781,1
60782,9
60783,1
60784,1
60785,1
60786,9
60787,1
60788,7
60789,1
60790,7
60791,1
60792,9
60793,1
60794,7
60795,1
60796,1
60797,1
60798,1
60799,1
60800,1
60801,9
60802,0
60803,1
60804,1
60805,7
60806,7
60807,1
60808,4
60809,1
60810,1
60811,1
60812,9
60813,4
60814,9
60815,5
60816,9
60817,6
60818,1
60819,9
60820,1
60821,1
60822,9
60823,1
60824,7
60825,1
60826,1
60827,7
60828,1
60829,1
60830,1
60831,1
60832,1
60833,4
60834,1
60835,9
60836,7
60837,7
60838,9
60839,8
60840,8
60841,1
60842,1
60843,9
60844,1
60845,1
60846,1
60847,9
60848,9
60849,4
60850,7
60851,8
60852,1
60853,8
60854,1
60855,1
60856,1
60857,7
60858,1
60859,0
60860,1
60861,8
60862,9
60863,1
60864,1
60865,1
60866,1
60867,8
60868,1
60869,7
60870,1
60871,8
60872,4
60873,9
60874,9
60875,8
60876,1
60877,8
60878,1
60879,9
60880,7
60881,1
60882,1
60883,1
60884,1
60885,8
60886,1
60887,1
60888,1
60889,9
60890,1
60891,1
60892,7
60893,1
60894,9
60895,8
60896,9
60897,1
60898,9
60899,8
60900,9
60901,8
60902,4
60903,7
60904,4
60905,9
60906,1
60907,1
60908,9
60909,9
60910,9
60911,1
60912,1
60913,1
60914,1
60915,1
60916,1
60917,1
60918,9
60919,7
60920,1
60921,9
60922,7
60923,7
60924,1
60925,4
60926,1
60927,4
60928,1
60929,9
60930,1
60931,1
60932,1
60933,9
60934,1
60935,1
60936,7
60937,7
60938,1
60939,1
60940,1
60941,9
60942,1
60943,1
60944,1
60945,0
60946,7
60947,1
60948,4
60949,1
60950,9
60951,8
60952,4
60953,1
60954,1
60955,1
60956,7
60957,9
60958,1
60959,1
60960,4
60961,4
60962,9
60963,7
60964,4
60965,1
60966,7
60967,9
60968,1
60969,1
60970,9
60971,1
60972,1
60973,9
60974,4
60975,8
60976,7
60977,1
60978,1
60979,9
60980,4
60981,7
60982,9
60983,1
60984,1
60985,9
60986,1
60987,9
60988,1
60989,5
60990,8
60991,1
60992,9
60993,9
60994,1
60995,0
60996,8
60997,1
60998,7
60999,9
61000,1
61001,6
61002,1
61003,1
61004,4
61005,9
61006,7
61007,1
61008,8
61009,1
61010,1
61011,8
61012,9
61013,1
61014,1
61015,1
61016,1
61017,9
61018,8
61019,8
61020,1
61021,9
61022,1
61023,7
61024,1
61025,9
61026,1
61027,1
61028,1
61029,7
61030,9
61031,1
61032,8
61033,9
61034,9
61035,1
61036,1
61037,1
61038,1
61039,1
61040,1
61041,1
61042,7
61043,4
61044,8
61045,8
61046,9
61047,1
61048,1
61049,9
61050,7
61051,1
61052,1
61053,4
61054,9
61055,1
61056,1
61057,1
61058,7
61059,1
61060,4
61061,1
61062,1
61063,6
61064,9
61065,8
61066,9
61067,1
61068,1
61069,9
61070,1
61071,8
61072,9
61073,9
61074,7
61075,8
61076,1
61077,1
61078,9
61079,9
61080,1
61081,9
61082,4
61083,7
61084,1
61085,1
61086,1
61087,1
61088,1
61089,7
61090,1
61091,1
61092,9
61093,1
61094,1
61095,1
61096,9
61097,1
61098,1
61099,1
61100,8
61101,9
61102,1
61103,1
61104,9
61105,1
61106,9
61107,1
61108,7
61109,7
61110,9
61111,4
61112,9
61113,9
61114,1
61115,1
61116,1
61117,7
61118,1
61119,7
61120,4
61121,7
61122,1
61123,1
61124,7
61125,1
61126,4
61127,1
61128,1
61129,1
61130,7
61131,8
61132,9
61133,8
61134,1
61135,1
61136,1
61137,1
61138,4
61139,1
61140,4
61141,1
61142,8
61143,1
61144,7
61145,8
61146,8
61147,1
61148,1
61149,1
61150,1
61151,7
61152,1
61153,6
61154,7
61155,4
61156,1
61157,1
61158,4
61159,9
61160,1
61161,7
61162,1
61163,1
61164,9
61165,1
61166,1
61167,7
61168,1
61169,1
61170,1
61171,9
61172,1
61173,1
61174,9
61175,9
61176,1
61177,2
61178,4
61179,1
61180,9
61181,9
61182,9
61183,9
61184,1
61185,9
61186,1
61187,9
61188,1
61189,7
61190,8
61191,1
61192,9
61193,9
61194,8
61195,8
61196,1
61197,9
61198,7
61199,7
61200,1
61201,9
61202,8
61203,8
61204,9
61205,1
61206,1
61207,7
61208,1
61209,9
61210,1
61211,1
61212,1
61213,4
61214,1
61215,4
61216,9
61217,8
61218,4
61219,1
61220,9
61221,9
61222,7
61223,7
61224,4
61225,9
61226,1
61227,9
61228,1
61229,9
61230,9
61231,7
61232,9
61233,1
61234,9
61235,1
61236,1
61237,9
61238,8
61239,9
61240,1
61241,1
61242,9
61243,9
61244,9
61245,1
61246,4
61247,1
61248,1
61249,4
61250,1
61251,4
61252,9
61253,1
61254,4
61255,1
61256,9
61257,9
61258,1
61259,1
61260,4
61261,1
61262,4
61263,1
61264,5
61265,1
61266,1
61267,8
61268,1
61269,1
61270,1
61271,1
61272,1
61273,9
61274,0
61275,4
61276,1
61277,9
61278,9
61279,1
61280,1
61281,4
61282,4
61283,1
61284,1
61285,7
61286,1
61287,7
61288,1
61289,7
61290,1
61291,1
61292,8
61293,9
61294,7
61295,1
61296,1
61297,1
61298,1
61299,8
61300,1
61301,9
61302,9
61303,8
61304,1
61305,9
61306,9
61307,1
61308,1
61309,4
61310,1
61311,9
61312,1
61313,9
61314,9
61315,1
61316,7
61317,1
61318,7
61319,1
61320,9
61321,7
61322,1
61323,1
61324,1
61325,1
61326,1
61327,1
61328,9
61329,4
61330,7
61331,8
61332,9
61333,7
61334,4
61335,1
61336,1
61337,1
61338,1
61339,1
61340,1
61341,1
61342,1
61343,9
61344,8
61345,1
61346,9
61347,1
61348,9
61349,7
61350,1
61351,1
61352,1
61353,1
61354,1
61355,1
61356,1
61357,1
61358,4
61359,9
61360,5
61361,9
61362,7
61363,7
61364,7
61365,4
61366,1
61367,9
61368,9
61369,1
61370,8
61371,1
61372,1
61373,1
61374,9
61375,1
61376,7
61377,1
61378,9
61379,4
61380,9
61381,1
61382,9
61383,1
61384,1
61385,4
61386,1
61387,1
61388,1
61389,9
61390,4
61391,4
61392,9
61393,9
61394,4
61395,5
61396,1
61397,1
61398,1
61399,9
61400,9
61401,1
61402,1
61403,6
61404,7
61405,9
61406,1
61407,9
61408,1
61409,4
61410,9
61411,1
61412,9
61413,1
61414,4
61415,1
61416,9
61417,7
61418,9
61419,7
61420,6
61421,1
61422,1
61423,1
61424,9
61425,1
61426,1
61427,6
61428,9
61429,4
61430,9
61431,4
61432,9
61433,1
61434,9
61435,9
61436,9
61437,8
61438,4
61439,4
61440,1
61441,8
61442,1
61443,1
61444,1
61445,1
61446,1
61447,7
61448,7
61449,9
61450,4
61451,7
61452,1
61453,1
61454,1
61455,7
61456,4
61457,1
61458,7
61459,9
61460,9
61461,1
61462,1
61463,1
61464,9
61465,7
61466,7
61467,4
61468,8
61469,1
61470,9
61471,1
61472,1
61473,1
61474,1
61475,4
61476,1
61477,1
61478,1
61479,9
61480,0
61481,9
61482,9
61483,1
61484,1
61485,1
61486,4
61487,1
61488,9
61489,7
61490,7
61491,9
61492,9
61493,1
61494,1
61495,1
61496,1
61497,1
61498,4
61499,7
61500,1
61501,1
61502,9
61503,7
61504,1
61505,1
61506,8
61507,1
61508,1
61509,1
61510,4
61511,1
61512,8
61513,4
61514,4
61515,1
61516,1
61517,9
61518,1
61519,1
61520,7
61521,7
61522,9
61523,1
61524,1
61525,9
61526,1
61527,4
61528,4
61529,1
61530,9
61531,8
61532,1
61533,1
61534,9
61535,2
61536,1
61537,1
61538,1
61539,7
61540,1
61541,1
61542,1
61543,8
61544,4
61545,1
61546,4
61547,9
61548,9
61549,5
61550,9
61551,0
61552,7
61553,1
61554,1
61555,7
61556,1
61557,7
61558,1
61559,9
61560,9
61561,1
61562,9
61563,1
61564,1
61565,8
61566,1
61567,1
61568,9
61569,7
61570,7
61571,4
61572,1
61573,7
61574,9
61575,1
61576,1
61577,1
61578,1
61579,1
61580,1
61581,9
61582,9
61583,1
61584,1
61585,1
61586,9
61587,1
61588,1
61589,1
61590,1
61591,8
61592,8
61593,9
61594,7
61595,8
61596,1
61597,1
61598,9
61599,9
61600,1
61601,7
61602,9
61603,1
61604,1
61605,1
61606,1
61607,1
61608,7
61609,5
61610,1
61611,1
61612,4
61613,1
61614,4
61615,1
61616,9
61617,8
61618,9
61619,1
61620,9
61621,9
61622,1
61623,9
61624,1
61625,4
61626,1
61627,1
61628,1
61629,1
61630,8
61631,9
61632,9
61633,7
61634,9
61635,8
61636,4
61637,1
61638,1
61639,1
61640,4
61641,1
61642,7
61643,1
61644,7
61645,9
61646,4
61647,1
61648,1
61649,7
61650,1
61651,1
61652,1
61653,1
61654,7
61655,9
61656,4
61657,9
61658,9
61659,1
61660,7
61661,9
61662,1
61663,4
61664,1
61665,1
61666,1
61667,1
61668,1
61669,9
61670,7
61671,1
61672,1
61673,1
61674,1
61675,1
61676,4
61677,1
61678,1
61679,1
61680,1
61681,1
61682,8
61683,8
61684,9
61685,7
61686,1
61687,9
61688,6
61689,1
61690,1
61691,9
61692,9
61693,9
61694,1
61695,9
61696,9
61697,1
61698,1
61699,1
61700,7
61701,9
61702,1
61703,1
61704,1
61705,8
61706,9
61707,1
61708,1
61709,9
61710,7
61711,1
61712,1
61713,8
61714,1
61715,9
61716,7
61717,9
61718,9
61719,9
61720,9
61721,1
61722,4
61723,1
61724,1
61725,4
61726,9
61727,1
61728,7
61729,7
61730,1
61731,1
61732,1
61733,9
61734,9
61735,9
61736,1
61737,1
61738,1
61739,7
61740,8
61741,9
61742,1
61743,7
61744,1
61745,9
61746,9
61747,8
61748,1
61749,9
61750,4
61751,8
61752,8
61753,1
61754,7
61755,7
61756,9
61757,1
61758,9
61759,1
61760,1
61761,1
61762,1
61763,1
61764,1
61765,9
61766,4
61767,4
61768,4
61769,1
61770,1
61771,1
61772,4
61773,9
61774,1
61775,4
61776,1
61777,9
61778,7
61779,1
61780,4
61781,7
61782,1
61783,1
61784,1
61785,1
61786,4
61787,7
61788,9
61789,4
61790,4
61791,1
61792,1
61793,1
61794,2
61795,1
61796,1
61797,7
61798,0
61799,9
61800,1
61801,0
61802,4
61803,0
61804,1
61805,7
61806,1
61807,9
61808,4
61809,1
61810,4
61811,9
61812,1
61813,4
61814,1
61815,1
61816,1
61817,4
61818,8
61819,1
61820,1
61821,8
61822,1
61823,1
61824,1
61825,7
61826,1
61827,4
61828,1
61829,9
61830,1
61831,8
61832,0
61833,8
61834,1
61835,7
61836,7
61837,9
61838,1
61839,1
61840,1
61841,8
61842,9
61843,1
61844,1
61845,4
61846,8
61847,1
61848,4
61849,7
61850,9
61851,1
61852,9
61853,1
61854,9
61855,4
61856,1
61857,9
61858,4
61859,9
61860,9
61861,1
61862,1
61863,4
61864,1
61865,1
61866,8
61867,4
61868,4
61869,4
61870,1
61871,1
61872,8
61873,9
61874,9
61875,4
61876,9
61877,1
61878,8
61879,8
61880,1
61881,9
61882,8
61883,1
61884,4
61885,1
61886,8
61887,4
61888,9
61889,8
61890,4
61891,1
61892,9
61893,4
61894,4
61895,9
61896,6
61897,1
61898,9
61899,1
61900,4
61901,7
61902,6
61903,1
61904,9
61905,1
61906,1
61907,8
61908,1
61909,1
61910,9
61911,9
61912,9
61913,6
61914,4
61915,9
61916,7
61917,1
61918,1
61919,9
61920,9
61921,1
61922,1
61923,9
61924,7
61925,4
61926,1
61927,7
61928,1
61929,1
61930,1
61931,9
61932,7
61933,7
61934,1
61935,1
61936,9
61937,9
61938,1
61939,9
61940,1
61941,8
61942,9
61943,1
61944,1
61945,7
61946,1
61947,1
61948,1
61949,9
61950,1
61951,1
61952,4
61953,7
61954,9
61955,1
61956,6
61957,9
61958,9
61959,7
61960,4
61961,1
61962,4
61963,9
61964,1
61965,7
61966,1
61967,9
61968,9
61969,4
61970,8
61971,7
61972,1
61973,9
61974,1
61975,7
61976,1
61977,1
61978,1
61979,1
61980,1
61981,1
61982,1
61983,1
61984,1
61985,8
61986,4
61987,1
61988,1
61989,1
61990,7
61991,1
61992,1
61993,1
61994,8
61995,1
61996,1
61997,9
61998,5
61999,1
62000,1
62001,9
62002,1
62003,9
62004,1
62005,4
62006,9
62007,6
62008,1
62009,4
62010,1
62011,1
62012,1
62013,1
62014,4
62015,1
62016,1
62017,1
62018,9
62019,7
62020,1
62021,8
62022,7
62023,7
62024,7
62025,9
62026,8
62027,1
62028,9
62029,1
62030,1
62031,1
62032,1
62033,9
62034,1
62035,1
62036,7
62037,1
62038,1
62039,1
62040,1
62041,8
62042,1
62043,1
62044,9
62045,1
62046,1
62047,7
62048,1
62049,1
62050,9
62051,1
62052,1
62053,7
62054,1
62055,8
62056,1
62057,7
62058,0
62059,7
62060,9
62061,9
62062,7
62063,9
62064,7
62065,1
62066,7
62067,9
62068,7
62069,7
62070,4
62071,9
62072,1
62073,1
62074,1
62075,9
62076,9
62077,1
62078,7
62079,7
62080,1
62081,9
62082,1
62083,6
62084,4
62085,1
62086,7
62087,9
62088,9
62089,1
62090,1
62091,1
62092,1
62093,9
62094,1
62095,1
62096,1
62097,1
62098,8
62099,1
62100,1
62101,1
62102,1
62103,1
62104,0
62105,1
62106,9
62107,1
62108,1
62109,1
62110,1
62111,8
62112,1
62113,9
62114,9
62115,9
62116,7
62117,1
62118,9
62119,1
62120,7
62121,4
62122,8
62123,9
62124,4
62125,9
62126,1
62127,1
62128,1
62129,7
62130,1
62131,7
62132,7
62133,9
62134,6
62135,1
62136,9
62137,9
62138,1
62139,7
62140,4
62141,1
62142,8
62143,9
62144,9
62145,1
62146,6
62147,1
62148,9
62149,1
62150,1
62151,9
62152,4
62153,8
62154,9
62155,9
62156,1
62157,1
62158,1
62159,4
62160,1
62161,9
62162,1
62163,1
62164,9
62165,1
62166,4
62167,9
62168,7
62169,7
62170,1
62171,8
62172,4
62173,1
62174,9
62175,6
62176,1
62177,4
62178,1
62179,4
62180,1
62181,9
62182,4
62183,9
62184,9
62185,4
62186,7
62187,1
62188,7
62189,9
62190,1
62191,1
62192,9
62193,7
62194,7
62195,9
62196,1
62197,1
62198,1
62199,4
62200,4
62201,9
62202,7
62203,4
62204,1
62205,1
62206,1
62207,9
62208,1
62209,0
62210,1
62211,8
62212,1
62213,5
62214,1
62215,9
62216,4
62217,1
62218,7
62219,7
62220,7
62221,9
62222,8
62223,9
62224,9
62225,7
62226,1
62227,9
62228,1
62229,1
62230,1
62231,4
62232,6
62233,9
62234,1
62235,1
62236,4
62237,7
62238,1
62239,1
62240,9
62241,9
62242,1
62243,1
62244,9
62245,9
62246,1
62247,7
62248,1
62249,1
62250,4
62251,1
62252,9
62253,1
62254,8
62255,1
62256,1
62257,1
62258,8
62259,1
62260,8
62261,1
62262,1
62263,1
62264,1
62265,4
62266,7
62267,1
62268,1
62269,1
62270,5
62271,1
62272,7
62273,8
62274,4
62275,1
62276,9
62277,1
62278,1
62279,1
62280,8
62281,6
62282,4
62283,7
62284,1
62285,1
62286,1
62287,9
62288,1
62289,1
62290,9
62291,7
62292,7
62293,1
62294,1
62295,1
62296,7
62297,1
62298,1
62299,6
62300,9
62301,7
62302,9
62303,9
62304,1
62305,1
62306,4
62307,9
62308,1
62309,7
62310,1
62311,9
62312,1
62313,7
62314,8
62315,7
62316,1
62317,1
62318,1
62319,9
62320,1
62321,1
62322,8
62323,7
62324,1
62325,4
62326,1
62327,9
62328,4
62329,1
62330,1
62331,1
62332,7
62333,1
62334,1
62335,0
62336,1
62337,1
62338,1
62339,9
62340,1
62341,7
62342,1
62343,7
62344,1
62345,5
62346,7
62347,9
62348,4
62349,7
62350,7
62351,4
62352,4
62353,1
62354,1
62355,1
62356,1
62357,4
62358,1
62359,1
62360,1
62361,2
62362,0
62363,9
62364,1
62365,1
62366,8
62367,8
62368,1
62369,1
62370,1
62371,0
62372,1
62373,8
62374,7
62375,9
62376,1
62377,1
62378,9
62379,1
62380,4
62381,8
62382,1
62383,9
62384,9
62385,9
62386,8
62387,4
62388,9
62389,7
62390,9
62391,7
62392,1
62393,1
62394,1
62395,1
62396,1
62397,1
62398,1
62399,7
62400,1
62401,1
62402,9
62403,0
62404,8
62405,1
62406,7
62407,1
62408,7
62409,9
62410,8
62411,1
62412,1
62413,9
62414,1
62415,9
62416,9
62417,1
62418,1
62419,1
62420,9
62421,9
62422,9
62423,1
62424,8
62425,9
62426,7
62427,9
62428,8
62429,1
62430,7
62431,1
62432,4
62433,8
62434,8
62435,4
62436,1
62437,1
62438,1
62439,9
62440,9
62441,9
62442,1
62443,9
62444,6
62445,8
62446,4
62447,1
62448,1
62449,9
62450,7
62451,9
62452,1
62453,9
62454,8
62455,1
62456,9
62457,7
62458,9
62459,4
62460,1
62461,1
62462,4
62463,9
62464,1
62465,7
62466,1
62467,1
62468,9
62469,1
62470,1
62471,9
62472,8
62473,1
62474,1
62475,8
62476,7
62477,1
62478,1
62479,1
62480,7
62481,4
62482,1
62483,4
62484,7
62485,7
62486,1
62487,4
62488,1
62489,1
62490,9
62491,7
62492,9
62493,1
62494,4
62495,1
62496,1
62497,9
62498,9
62499,1
62500,7
62501,4
62502,1
62503,7
62504,1
62505,1
62506,4
62507,9
62508,7
62509,1
62510,7
62511,9
62512,7
62513,9
62514,1
62515,9
62516,1
62517,1
62518,7
62519,8
62520,9
62521,1
62522,7
62523,1
62524,1
62525,1
62526,1
62527,1
62528,1
62529,1
62530,1
62531,9
62532,8
62533,8
62534,1
62535,4
62536,1
62537,1
62538,5
62539,1
62540,7
62541,9
62542,9
62543,7
62544,7
62545,1
62546,1
62547,5
62548,1
62549,1
62550,5
62551,1
62552,8
62553,9
62554,1
62555,1
62556,4
62557,9
62558,7
62559,1
62560,8
62561,9
62562,1
62563,4
62564,7
62565,9
62566,1
62567,1
62568,1
62569,7
62570,1
62571,7
62572,7
62573,1
62574,9
62575,9
62576,1
62577,4
62578,9
62579,7
62580,7
62581,1
62582,0
62583,9
62584,1
62585,1
62586,1
62587,7
62588,1
62589,9
62590,7
62591,5
62592,4
62593,9
62594,1
62595,7
62596,0
62597,9
62598,8
62599,1
62600,1
62601,1
62602,1
62603,9
62604,1
62605,4
62606,9
62607,1
62608,9
62609,9
62610,9
62611,4
62612,1
62613,1
62614,1
62615,1
62616,1
62617,4
62618,1
62619,1
62620,7
62621,8
62622,4
62623,4
62624,9
62625,7
62626,1
62627,1
62628,7
62629,7
62630,1
62631,9
62632,1
62633,9
62634,9
62635,1
62636,1
62637,5
62638,6
62639,4
62640,9
62641,7
62642,7
62643,1
62644,1
62645,1
62646,9
62647,1
62648,4
62649,1
62650,9
62651,9
62652,1
62653,1
62654,1
62655,9
62656,1
62657,1
62658,1
62659,9
62660,1
62661,1
62662,7
62663,4
62664,8
62665,4
62666,1
62667,1
62668,1
62669,1
62670,6
62671,1
62672,9
62673,7
62674,9
62675,9
62676,9
62677,6
62678,8
62679,4
62680,1
62681,4
62682,1
62683,1
62684,4
62685,1
62686,7
62687,1
62688,1
62689,4
62690,9
62691,9
62692,1
62693,1
62694,7
62695,1
62696,9
62697,1
62698,7
62699,7
62700,9
62701,1
62702,9
62703,2
62704,1
62705,1
62706,1
62707,7
62708,4
62709,1
62710,9
62711,7
62712,7
62713,9
62714,9
62715,4
62716,1
62717,4
62718,1
62719,1
62720,1
62721,4
62722,1
62723,7
62724,8
62725,1
62726,9
62727,9
62728,1
62729,5
62730,1
62731,9
62732,9
62733,1
62734,1
62735,1
62736,1
62737,1
62738,4
62739,9
62740,1
62741,1
62742,1
62743,1
62744,2
62745,1
62746,1
62747,1
62748,1
62749,1
62750,1
62751,1
62752,7
62753,1
62754,1
62755,1
62756,1
62757,1
62758,9
62759,9
62760,9
62761,1
62762,9
62763,5
62764,1
62765,9
62766,4
62767,4
62768,1
62769,1
62770,1
62771,7
62772,1
62773,9
62774,9
62775,1
62776,1
62777,1
62778,7
62779,9
62780,1
62781,6
62782,9
62783,4
62784,1
62785,4
62786,8
62787,1
62788,9
62789,8
62790,9
62791,7
62792,9
62793,1
62794,7
62795,1
62796,7
62797,7
62798,9
